"Date","Provider_Type","Category","Complaints"
"07/23/2024","Primary","Service - Late Pickup","4"
"07/22/2024","Non-Transportation","Customer","8"
"07/22/2024","Other/Unidentified Provider","Driver","1"
"07/22/2024","Non-Transportation","Travel Services (Same Day)","6"
"07/22/2024","Non-Transportation","Travel Planning (Res)","14"
"07/22/2024","Non-Transportation","Scheduling","4"
"07/22/2024","Non-Transportation","Policy","18"
"07/22/2024","Non-Transportation","IT/Technology","6"
"07/22/2024","Non-Transportation","Eligibility","1"
"07/22/2024","Non-Transportation","Customer Relations","1"
"07/22/2024","Supplemental","Service - Late Pickup","1"
"07/22/2024","Supplemental","Driver","1"
"07/22/2024","Broker","Vehicles","4"
"07/22/2024","Broker","Service - Ride Time","7"
"07/22/2024","Broker","Service - Other","8"
"07/22/2024","Broker","Service - No Shows","28"
"07/22/2024","Broker","Service - Late Pickup","7"
"07/22/2024","Broker","Driver","47"
"07/22/2024","Primary","Service - Ride Time","1"
"07/22/2024","Primary","Service - Other","1"
"07/22/2024","Primary","Service - No Shows","16"
"07/22/2024","Primary","Service - Late Pickup","6"
"07/22/2024","Primary","Driver","12"
"07/21/2024","Broker","Service - Ride Time","1"
"07/21/2024","Non-Transportation","Travel Services (Same Day)","1"
"07/21/2024","Non-Transportation","IT/Technology","1"
"07/21/2024","Non-Transportation","Customer","1"
"07/21/2024","Broker","Vehicles","1"
"07/20/2024","Non-Transportation","Travel Services (Same Day)","1"
"07/20/2024","Non-Transportation","Travel Planning (Res)","1"
"07/20/2024","Non-Transportation","Scheduling","1"
"07/20/2024","Non-Transportation","IT/Technology","1"
"07/20/2024","Non-Transportation","Policy","1"
"07/20/2024","Broker","Service - Other","1"
"07/20/2024","Broker","Service - No Shows","1"
"07/20/2024","Broker","Driver","2"
"07/20/2024","Primary","Service - No Shows","1"
"07/19/2024","Broker","Vehicles","1"
"07/19/2024","Broker","Service - Ride Time","8"
"07/19/2024","Broker","Service - Other","2"
"07/19/2024","Broker","Service - No Shows","18"
"07/19/2024","Broker","Service - Late Pickup","3"
"07/19/2024","Broker","Driver","22"
"07/19/2024","Primary","Vehicles","1"
"07/19/2024","Primary","Service - Ride Time","1"
"07/19/2024","Primary","Service - Other","1"
"07/19/2024","Primary","Service - Late Pickup","1"
"07/19/2024","Primary","Service - No Shows","11"
"07/19/2024","Other/Unidentified Provider","Driver","1"
"07/19/2024","Non-Transportation","Travel Services (Same Day)","1"
"07/19/2024","Non-Transportation","Travel Planning (Res)","7"
"07/19/2024","Non-Transportation","Scheduling","2"
"07/19/2024","Non-Transportation","Policy","10"
"07/19/2024","Non-Transportation","IT/Technology","2"
"07/19/2024","Non-Transportation","Eligibility","2"
"07/19/2024","Non-Transportation","Customer","9"
"07/19/2024","Supplemental","Vehicles","1"
"07/19/2024","Supplemental","Service - Ride Time","2"
"07/19/2024","Primary","Driver","5"
"07/19/2024","Supplemental","Service - No Shows","2"
"07/19/2024","Supplemental","Service - Late Pickup","1"
"07/18/2024","Broker","Service - No Shows","21"
"07/18/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/18/2024","Other/Unidentified Provider","Driver","5"
"07/18/2024","Other/Unidentified Provider",,"1"
"07/18/2024","Non-Transportation","Travel Services (Same Day)","1"
"07/18/2024","Non-Transportation","Travel Planning (Res)","1"
"07/18/2024","Non-Transportation","Scheduling","4"
"07/18/2024","Non-Transportation","Policy","8"
"07/18/2024","Non-Transportation","IT/Technology","4"
"07/18/2024","Non-Transportation","Eligibility","4"
"07/18/2024","Non-Transportation","Customer","7"
"07/18/2024","Supplemental","Vehicles","1"
"07/18/2024","Supplemental","Service - Ride Time","1"
"07/18/2024","Supplemental","Service - Late Pickup","1"
"07/18/2024","Broker","Vehicles","2"
"07/18/2024","Broker","Service - Ride Time","12"
"07/18/2024","Broker","Service - Other","3"
"07/18/2024","Broker","Service - Late Pickup","8"
"07/18/2024","Broker","Driver","50"
"07/18/2024","Primary","Vehicles","1"
"07/18/2024","Primary","Service - Ride Time","5"
"07/18/2024","Primary","Service - Other","1"
"07/18/2024","Primary","Service - No Shows","10"
"07/18/2024","Primary","Service - Late Pickup","1"
"07/18/2024","Primary","Driver","11"
"07/17/2024","Primary","Driver","9"
"07/17/2024","Other/Unidentified Provider","Vehicles","1"
"07/17/2024","Other/Unidentified Provider","Driver","1"
"07/17/2024","Non-Transportation","Travel Services (Same Day)","8"
"07/17/2024","Non-Transportation","Travel Planning (Res)","4"
"07/17/2024","Non-Transportation","Scheduling","2"
"07/17/2024","Non-Transportation","Policy","6"
"07/17/2024","Non-Transportation","IT/Technology","3"
"07/17/2024","Non-Transportation","Eligibility","1"
"07/17/2024","Non-Transportation","Customer","8"
"07/17/2024","Supplemental","Service - Late Pickup","1"
"07/17/2024","Supplemental","Driver","1"
"07/17/2024","Broker","Vehicles","3"
"07/17/2024","Broker","Service - Ride Time","9"
"07/17/2024","Broker","Service - Other","3"
"07/17/2024","Broker","Service - No Shows","23"
"07/17/2024","Broker","Service - Late Pickup","10"
"07/17/2024","Broker","Driver","40"
"07/17/2024","Primary","Vehicles","4"
"07/17/2024","Primary","Service - Ride Time","5"
"07/17/2024","Primary","Service - No Shows","14"
"07/17/2024","Primary","Service - Late Pickup","5"
"07/16/2024","Supplemental","Service - No Shows","3"
"07/16/2024","Other/Unidentified Provider","Service - Ride Time","1"
"07/16/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/16/2024","Other/Unidentified Provider","Driver","2"
"07/16/2024","Non-Transportation","Travel Services (Same Day)","3"
"07/16/2024","Non-Transportation","Travel Planning (Res)","7"
"07/16/2024","Non-Transportation","Scheduling","3"
"07/16/2024","Non-Transportation","Policy","7"
"07/16/2024","Non-Transportation","IT/Technology","4"
"07/16/2024","Non-Transportation","Eligibility","5"
"07/16/2024","Non-Transportation","Customer","4"
"07/16/2024","Supplemental","Service - Ride Time","1"
"07/16/2024","Supplemental","Service - Late Pickup","1"
"07/16/2024","Supplemental","Driver","1"
"07/16/2024","Broker","Vehicles","2"
"07/16/2024","Broker","Service - Ride Time","15"
"07/16/2024","Broker","Service - Other","6"
"07/16/2024","Broker","Service - No Shows","16"
"07/16/2024","Broker","Service - Late Pickup","6"
"07/16/2024","Broker","Driver","34"
"07/16/2024","Primary","Vehicles","10"
"07/16/2024","Primary","Service - Ride Time","8"
"07/16/2024","Primary","Service - Other","1"
"07/16/2024","Primary","Service - No Shows","12"
"07/16/2024","Primary","Service - Late Pickup","5"
"07/16/2024","Primary","Driver","11"
"07/15/2024","Non-Transportation","Customer","11"
"07/15/2024","Other/Unidentified Provider","Service - Other","2"
"07/15/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/15/2024","Non-Transportation","Travel Services (Same Day)","4"
"07/15/2024","Non-Transportation","Travel Planning (Res)","9"
"07/15/2024","Non-Transportation","Scheduling","9"
"07/15/2024","Non-Transportation","Policy","14"
"07/15/2024","Non-Transportation","IT/Technology","3"
"07/15/2024","Non-Transportation","Eligibility","1"
"07/15/2024","Non-Transportation","Customer Relations","1"
"07/15/2024","Supplemental","Service - No Shows","6"
"07/15/2024","Supplemental","Service - Late Pickup","1"
"07/15/2024","Supplemental","Driver","4"
"07/15/2024","Broker","Vehicles","3"
"07/15/2024","Broker","Service - Ride Time","11"
"07/15/2024","Broker","Service - Other","5"
"07/15/2024","Broker","Service - No Shows","31"
"07/15/2024","Broker","Service - Late Pickup","11"
"07/15/2024","Broker","Driver","63"
"07/15/2024","Primary","Vehicles","1"
"07/15/2024","Primary","Service - Ride Time","6"
"07/15/2024","Primary","Service - Other","2"
"07/15/2024","Primary","Service - No Shows","22"
"07/15/2024","Primary","Service - Late Pickup","5"
"07/15/2024","Primary","Driver","17"
"07/15/2024","Supplemental","Service - Ride Time","1"
"07/15/2024","Supplemental","Service - Other","1"
"07/14/2024","Supplemental","Driver","2"
"07/14/2024","Broker","Vehicles","1"
"07/14/2024","Broker","Driver","1"
"07/14/2024","Non-Transportation","Travel Services (Same Day)","1"
"07/14/2024","Primary","Service - No Shows","2"
"07/14/2024","Primary","Driver","2"
"07/14/2024","Non-Transportation","Travel Planning (Res)","1"
"07/14/2024","Non-Transportation","Policy","3"
"07/13/2024","Other/Unidentified Provider","Driver","1"
"07/13/2024","Supplemental","Vehicles","1"
"07/13/2024","Supplemental","Service - No Shows","1"
"07/13/2024","Broker","Service - No Shows","1"
"07/13/2024","Primary","Service - No Shows","1"
"07/13/2024","Primary","Driver","1"
"07/13/2024","Broker","Driver","1"
"07/12/2024","Broker","Driver","44"
"07/12/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/12/2024","Non-Transportation","Travel Services (Same Day)","4"
"07/12/2024","Non-Transportation","Travel Planning (Res)","2"
"07/12/2024","Non-Transportation","Scheduling","3"
"07/12/2024","Non-Transportation","Policy","8"
"07/12/2024","Non-Transportation","IT/Technology","3"
"07/12/2024","Non-Transportation","Eligibility","1"
"07/12/2024","Non-Transportation","Customer Relations","2"
"07/12/2024","Non-Transportation","Customer","9"
"07/12/2024","Supplemental","Vehicles","1"
"07/12/2024","Supplemental","Service - No Shows","3"
"07/12/2024","Supplemental","Driver","1"
"07/12/2024","Broker","Vehicles","3"
"07/12/2024","Broker","Service - Ride Time","13"
"07/12/2024","Broker","Service - Other","7"
"07/12/2024","Broker","Service - No Shows","16"
"07/12/2024","Broker","Service - Late Pickup","6"
"07/12/2024","Primary","Vehicles","2"
"07/12/2024","Primary","Service - Ride Time","3"
"07/12/2024","Primary","Service - No Shows","11"
"07/12/2024","Primary","Service - Late Pickup","3"
"07/12/2024","Primary","Driver","5"
"07/11/2024","Supplemental","Service - Other","1"
"07/11/2024","Other/Unidentified Provider","Driver","5"
"07/11/2024","Other/Unidentified Provider",,"1"
"07/11/2024","Non-Transportation","Travel Services (Same Day)","5"
"07/11/2024","Non-Transportation","Travel Planning (Res)","10"
"07/11/2024","Non-Transportation","Policy","15"
"07/11/2024","Non-Transportation","IT/Technology","6"
"07/11/2024","Non-Transportation","Eligibility","2"
"07/11/2024","Non-Transportation","Customer","9"
"07/11/2024","Supplemental","Vehicles","4"
"07/11/2024","Supplemental","Driver","1"
"07/11/2024","Broker","Vehicles","5"
"07/11/2024","Broker","Service - Ride Time","11"
"07/11/2024","Broker","Service - Other","3"
"07/11/2024","Broker","Service - No Shows","25"
"07/11/2024","Broker","Service - Late Pickup","5"
"07/11/2024","Broker","Driver","45"
"07/11/2024","Primary","Vehicles","3"
"07/11/2024","Primary","Service - Ride Time","4"
"07/11/2024","Primary","Service - No Shows","16"
"07/11/2024","Primary","Service - Late Pickup","2"
"07/11/2024","Primary","Driver","11"
"07/10/2024","Primary","Service - Late Pickup","3"
"07/10/2024","Other/Unidentified Provider","Driver","4"
"07/10/2024","Non-Transportation","Travel Services (Same Day)","2"
"07/10/2024","Non-Transportation","Travel Planning (Res)","12"
"07/10/2024","Non-Transportation","Policy","17"
"07/10/2024","Non-Transportation","IT/Technology","10"
"07/10/2024","Non-Transportation","Eligibility","1"
"07/10/2024","Non-Transportation","Customer Relations","3"
"07/10/2024","Non-Transportation","Customer","16"
"07/10/2024","Supplemental","Vehicles","1"
"07/10/2024","Supplemental","Service - No Shows","3"
"07/10/2024","Primary","Driver","9"
"07/10/2024","Supplemental","Service - Late Pickup","3"
"07/10/2024","Supplemental","Driver","2"
"07/10/2024","Broker","Vehicles","1"
"07/10/2024","Broker","Service - Ride Time","10"
"07/10/2024","Broker","Service - Other","4"
"07/10/2024","Broker","Service - No Shows","19"
"07/10/2024","Broker","Service - Late Pickup","3"
"07/10/2024","Broker","Driver","49"
"07/10/2024","Primary","Vehicles","5"
"07/10/2024","Primary","Service - Ride Time","4"
"07/10/2024","Primary","Service - No Shows","13"
"07/09/2024","Broker","Service - Other","6"
"07/09/2024","Other/Unidentified Provider","Service - Ride Time","1"
"07/09/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/09/2024","Other/Unidentified Provider","Service - Late Pickup","1"
"07/09/2024","Other/Unidentified Provider","Driver","3"
"07/09/2024","Non-Transportation","Travel Services (Same Day)","3"
"07/09/2024","Non-Transportation","Travel Planning (Res)","9"
"07/09/2024","Non-Transportation","Scheduling","2"
"07/09/2024","Non-Transportation","Policy","16"
"07/09/2024","Non-Transportation","IT/Technology","1"
"07/09/2024","Non-Transportation","Eligibility","5"
"07/09/2024","Non-Transportation","Customer","8"
"07/09/2024","Supplemental","Vehicles","1"
"07/09/2024","Supplemental","Service - No Shows","3"
"07/09/2024","Supplemental","Driver","1"
"07/09/2024","Broker","Vehicles","4"
"07/09/2024","Broker","Service - Ride Time","2"
"07/09/2024","Broker","Service - No Shows","15"
"07/09/2024","Broker","Service - Late Pickup","7"
"07/09/2024","Broker","Driver","51"
"07/09/2024","Primary","Vehicles","2"
"07/09/2024","Primary","Service - Ride Time","4"
"07/09/2024","Primary","Service - Other","1"
"07/09/2024","Primary","Service - No Shows","17"
"07/09/2024","Primary","Service - Late Pickup","5"
"07/09/2024","Primary","Driver","11"
"07/08/2024","Primary","Service - Late Pickup","6"
"07/08/2024","Primary","Driver","19"
"07/08/2024","Other/Unidentified Provider","Driver","3"
"07/08/2024","Non-Transportation","Travel Services (Same Day)","10"
"07/08/2024","Non-Transportation","Travel Planning (Res)","8"
"07/08/2024","Non-Transportation","Scheduling","2"
"07/08/2024","Non-Transportation","Policy","20"
"07/08/2024","Non-Transportation","IT/Technology","5"
"07/08/2024","Non-Transportation","Eligibility","5"
"07/08/2024","Non-Transportation","Customer","12"
"07/08/2024","E-Hail","Service - Late Pickup","1"
"07/08/2024","Supplemental","Vehicles","1"
"07/08/2024","Supplemental","Service - No Shows","3"
"07/08/2024","Supplemental","Service - Late Pickup","1"
"07/08/2024","Supplemental","Driver","5"
"07/08/2024","Broker","Vehicles","3"
"07/08/2024","Broker","Service - Ride Time","3"
"07/08/2024","Broker","Service - Other","2"
"07/08/2024","Broker","Service - No Shows","27"
"07/08/2024","Broker","Service - Late Pickup","4"
"07/08/2024","Other/Unidentified Provider","Service - No Shows","2"
"07/08/2024","Broker","Driver","41"
"07/08/2024","Primary","Vehicles","2"
"07/08/2024","Primary","Service - Ride Time","4"
"07/08/2024","Primary","Service - No Shows","17"
"07/07/2024","Non-Transportation","Policy","1"
"07/07/2024","Broker","Driver","4"
"07/07/2024","Non-Transportation","Travel Planning (Res)","1"
"07/07/2024","Broker","Service - Ride Time","1"
"07/06/2024","Broker","Driver","4"
"07/06/2024","Non-Transportation","Policy","1"
"07/06/2024","Supplemental","Service - No Shows","1"
"07/06/2024","Supplemental","Driver","1"
"07/06/2024","Broker","Service - Late Pickup","1"
"07/06/2024","Primary","Service - No Shows","1"
"07/06/2024","Primary","Driver","2"
"07/05/2024","Primary","Driver","8"
"07/05/2024","Other/Unidentified Provider","Service - Ride Time","1"
"07/05/2024","Other/Unidentified Provider","Service - Other","1"
"07/05/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/05/2024","Other/Unidentified Provider","Driver","1"
"07/05/2024","Non-Transportation","Travel Services (Same Day)","8"
"07/05/2024","Non-Transportation","Travel Planning (Res)","3"
"07/05/2024","Non-Transportation","Scheduling","1"
"07/05/2024","Non-Transportation","Policy","9"
"07/05/2024","Non-Transportation","IT/Technology","7"
"07/05/2024","Non-Transportation","Customer Relations","1"
"07/05/2024","Non-Transportation","Customer","10"
"07/05/2024","Supplemental","Service - Other","1"
"07/05/2024","Supplemental","Service - No Shows","2"
"07/05/2024","Broker","Vehicles","1"
"07/05/2024","Broker","Service - Ride Time","2"
"07/05/2024","Broker","Service - Other","1"
"07/05/2024","Broker","Service - No Shows","16"
"07/05/2024","Broker","Service - Late Pickup","4"
"07/05/2024","Broker","Driver","31"
"07/05/2024","Primary","Service - Ride Time","2"
"07/05/2024","Primary","Service - No Shows","11"
"07/05/2024","Primary","Service - Late Pickup","1"
"07/04/2024","Primary","Service - No Shows","1"
"07/04/2024","Non-Transportation","Travel Planning (Res)","1"
"07/04/2024","Non-Transportation","IT/Technology","1"
"07/04/2024","Supplemental","Driver","1"
"07/04/2024","Broker","Service - Late Pickup","1"
"07/04/2024","Primary","Service - Late Pickup","1"
"07/03/2024","Non-Transportation","Customer","19"
"07/03/2024","Other/Unidentified Provider","Service - No Shows","2"
"07/03/2024","Other/Unidentified Provider","Service - Late Pickup","1"
"07/03/2024","Other/Unidentified Provider","Driver","1"
"07/03/2024","Non-Transportation","Travel Services (Same Day)","4"
"07/03/2024","Non-Transportation","Travel Planning (Res)","2"
"07/03/2024","Non-Transportation","Scheduling","1"
"07/03/2024","Non-Transportation","Policy","10"
"07/03/2024","Non-Transportation","IT/Technology","4"
"07/03/2024","Non-Transportation","Customer Relations","1"
"07/03/2024","Supplemental","Service - No Shows","2"
"07/03/2024","Supplemental","Driver","2"
"07/03/2024","Broker","Vehicles","3"
"07/03/2024","Broker","Service - Ride Time","9"
"07/03/2024","Broker","Service - Other","4"
"07/03/2024","Broker","Service - No Shows","18"
"07/03/2024","Broker","Service - Late Pickup","2"
"07/03/2024","Broker","Driver","33"
"07/03/2024","Primary","Vehicles","1"
"07/03/2024","Primary","Service - Ride Time","5"
"07/03/2024","Primary","Service - Other","2"
"07/03/2024","Primary","Service - No Shows","8"
"07/03/2024","Primary","Service - Late Pickup","9"
"07/03/2024","Primary","Driver","10"
"07/02/2024","Primary","Driver","12"
"07/02/2024","Other/Unidentified Provider","Service - Ride Time","1"
"07/02/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/02/2024","Other/Unidentified Provider","Driver","3"
"07/02/2024","Non-Transportation","Travel Services (Same Day)","4"
"07/02/2024","Non-Transportation","Travel Planning (Res)","3"
"07/02/2024","Non-Transportation","Scheduling","1"
"07/02/2024","Non-Transportation","Policy","10"
"07/02/2024","Non-Transportation","IT/Technology","7"
"07/02/2024","Non-Transportation","Eligibility","2"
"07/02/2024","Non-Transportation","Customer","14"
"07/02/2024","Supplemental","Service - No Shows","5"
"07/02/2024","Supplemental","Driver","2"
"07/02/2024","Broker","Vehicles","1"
"07/02/2024","Broker","Service - Ride Time","11"
"07/02/2024","Broker","Service - Other","2"
"07/02/2024","Broker","Service - No Shows","19"
"07/02/2024","Broker","Service - Late Pickup","7"
"07/02/2024","Broker","Driver","43"
"07/02/2024","Primary","Service - Ride Time","6"
"07/02/2024","Primary","Service - Other","2"
"07/02/2024","Primary","Service - No Shows","17"
"07/02/2024","Primary","Service - Late Pickup","5"
"07/01/2024","Non-Transportation","Customer","21"
"07/01/2024","Other/Unidentified Provider","Service - No Shows","1"
"07/01/2024","Non-Transportation","Travel Services (Same Day)","8"
"07/01/2024","Non-Transportation","Travel Planning (Res)","7"
"07/01/2024","Non-Transportation","Scheduling","2"
"07/01/2024","Non-Transportation","Policy","12"
"07/01/2024","Non-Transportation","IT/Technology","1"
"07/01/2024","Non-Transportation","Customer Relations","1"
"07/01/2024","Broker","Driver","50"
"07/01/2024","Primary","Service - Ride Time","1"
"07/01/2024","Primary","Service - No Shows","8"
"07/01/2024","Primary","Service - Late Pickup","7"
"07/01/2024","Primary","Driver","8"
"07/01/2024","Supplemental","Vehicles","2"
"07/01/2024","Supplemental","Service - Ride Time","1"
"07/01/2024","Supplemental","Service - Other","1"
"07/01/2024","Supplemental","Service - Late Pickup","1"
"07/01/2024","Supplemental","Driver","2"
"07/01/2024","Broker","Service - Ride Time","9"
"07/01/2024","Broker","Service - Other","5"
"07/01/2024","Broker","Service - No Shows","23"
"07/01/2024","Broker","Service - Late Pickup","6"
"06/30/2024","Other/Unidentified Provider","Driver","1"
"06/30/2024","Non-Transportation","Policy","3"
"06/30/2024","Primary","Driver","1"
"06/30/2024","Broker","Driver","3"
"06/30/2024","Non-Transportation","Customer","1"
"06/29/2024","Non-Transportation","Policy","3"
"06/29/2024","Non-Transportation","Travel Services (Same Day)","1"
"06/29/2024","Non-Transportation","IT/Technology","1"
"06/29/2024","Broker","Service - Other","1"
"06/29/2024","Broker","Service - No Shows","1"
"06/29/2024","Broker","Service - Late Pickup","1"
"06/29/2024","Broker","Driver","3"
"06/28/2024","Primary","Driver","7"
"06/28/2024","Other/Unidentified Provider","Driver","1"
"06/28/2024","Non-Transportation","Travel Services (Same Day)","4"
"06/28/2024","Non-Transportation","Travel Planning (Res)","4"
"06/28/2024","Non-Transportation","Scheduling","4"
"06/28/2024","Non-Transportation","Policy","6"
"06/28/2024","Non-Transportation","IT/Technology","5"
"06/28/2024","Non-Transportation","Customer Relations","3"
"06/28/2024","Non-Transportation","Customer","3"
"06/28/2024","Supplemental","Service - Ride Time","1"
"06/28/2024","Supplemental","Service - No Shows","1"
"06/28/2024","Supplemental","Service - Late Pickup","2"
"06/28/2024","Supplemental","Driver","1"
"06/28/2024","Broker","Vehicles","3"
"06/28/2024","Broker","Service - Ride Time","8"
"06/28/2024","Broker","Service - Other","6"
"06/28/2024","Broker","Service - No Shows","21"
"06/28/2024","Broker","Service - Late Pickup","4"
"06/28/2024","Broker","Driver","41"
"06/28/2024","Primary","Vehicles","1"
"06/28/2024","Primary","Service - Ride Time","8"
"06/28/2024","Primary","Service - No Shows","6"
"06/28/2024","Primary","Service - Late Pickup","7"
"06/27/2024","Primary","Service - No Shows","11"
"06/27/2024","Other/Unidentified Provider","Service - No Shows","1"
"06/27/2024","Other/Unidentified Provider","Driver","3"
"06/27/2024","Non-Transportation","Travel Services (Same Day)","5"
"06/27/2024","Non-Transportation","Travel Planning (Res)","9"
"06/27/2024","Non-Transportation","Scheduling","3"
"06/27/2024","Non-Transportation","Policy","10"
"06/27/2024","Non-Transportation","IT/Technology","16"
"06/27/2024","Non-Transportation","Eligibility","2"
"06/27/2024","Non-Transportation","Customer","8"
"06/27/2024","E-Hail","Driver","1"
"06/27/2024","Supplemental","Vehicles","1"
"06/27/2024","Supplemental","Service - No Shows","2"
"06/27/2024","Supplemental","Service - Late Pickup","1"
"06/27/2024","Broker","Vehicles","3"
"06/27/2024","Broker","Service - Ride Time","10"
"06/27/2024","Broker","Service - Other","5"
"06/27/2024","Broker","Service - No Shows","26"
"06/27/2024","Broker","Service - Late Pickup","9"
"06/27/2024","Broker","Driver","33"
"06/27/2024","Primary","Vehicles","1"
"06/27/2024","Primary","Service - Ride Time","2"
"06/27/2024","Primary","Service - Other","2"
"06/27/2024","Primary","Service - Late Pickup","4"
"06/27/2024","Primary","Driver","14"
"06/26/2024","Primary","Service - Late Pickup","13"
"06/26/2024","Other/Unidentified Provider","Driver","1"
"06/26/2024","Non-Transportation","Travel Services (Same Day)","3"
"06/26/2024","Non-Transportation","Travel Planning (Res)","7"
"06/26/2024","Non-Transportation","Scheduling","2"
"06/26/2024","Non-Transportation","Policy","14"
"06/26/2024","Non-Transportation","IT/Technology","6"
"06/26/2024","Non-Transportation","Eligibility","2"
"06/26/2024","Non-Transportation","Customer","4"
"06/26/2024","E-Hail","Service - Late Pickup","1"
"06/26/2024","E-Hail","Driver","1"
"06/26/2024","Supplemental","Vehicles","3"
"06/26/2024","Supplemental","Service - Ride Time","2"
"06/26/2024","Supplemental","Service - No Shows","2"
"06/26/2024","Supplemental","Service - Late Pickup","1"
"06/26/2024","Supplemental","Driver","3"
"06/26/2024","Broker","Vehicles","3"
"06/26/2024","Broker","Service - Ride Time","11"
"06/26/2024","Broker","Service - Other","7"
"06/26/2024","Broker","Service - No Shows","33"
"06/26/2024","Broker","Service - Late Pickup","5"
"06/26/2024","Broker","Driver","41"
"06/26/2024","Primary","Vehicles","2"
"06/26/2024","Primary","Service - Ride Time","5"
"06/26/2024","Primary","Driver","12"
"06/26/2024","Primary","Service - No Shows","19"
"06/25/2024","Other/Unidentified Provider","Service - No Shows","4"
"06/25/2024","Other/Unidentified Provider","Driver","4"
"06/25/2024","Non-Transportation","Travel Services (Same Day)","6"
"06/25/2024","Non-Transportation","Travel Planning (Res)","5"
"06/25/2024","Non-Transportation","Scheduling","1"
"06/25/2024","Non-Transportation","Policy","5"
"06/25/2024","Non-Transportation","IT/Technology","2"
"06/25/2024","Non-Transportation","Eligibility","2"
"06/25/2024","Non-Transportation","Customer","10"
"06/25/2024","Supplemental","Vehicles","1"
"06/25/2024","Supplemental","Service - Ride Time","1"
"06/25/2024","Supplemental","Service - Other","2"
"06/25/2024","Supplemental","Service - No Shows","3"
"06/25/2024","Supplemental","Service - Late Pickup","1"
"06/25/2024","Supplemental","Driver","1"
"06/25/2024","Broker","Vehicles","3"
"06/25/2024","Broker","Service - Ride Time","12"
"06/25/2024","Broker","Service - Other","5"
"06/25/2024","Broker","Service - No Shows","28"
"06/25/2024","Broker","Service - Late Pickup","9"
"06/25/2024","Broker","Driver","25"
"06/25/2024","Primary","Vehicles","2"
"06/25/2024","Primary","Service - Ride Time","9"
"06/25/2024","Primary","Service - No Shows","23"
"06/25/2024","Primary","Service - Late Pickup","15"
"06/25/2024","Primary","Driver","12"
"06/24/2024","Primary","Driver","8"
"06/24/2024","Other/Unidentified Provider","Service - Other","1"
"06/24/2024","Other/Unidentified Provider","Service - No Shows","1"
"06/24/2024","Other/Unidentified Provider","Driver","1"
"06/24/2024","Non-Transportation","Travel Services (Same Day)","6"
"06/24/2024","Non-Transportation","Travel Planning (Res)","5"
"06/24/2024","Non-Transportation","Policy","16"
"06/24/2024","Non-Transportation","IT/Technology","4"
"06/24/2024","Non-Transportation","Eligibility","1"
"06/24/2024","Non-Transportation","Customer","7"
"06/24/2024","E-Hail","Driver","1"
"06/24/2024","Supplemental","Service - Late Pickup","1"
"06/24/2024","Supplemental","Driver","2"
"06/24/2024","Broker","Vehicles","6"
"06/24/2024","Broker","Service - Ride Time","12"
"06/24/2024","Broker","Service - Other","6"
"06/24/2024","Broker","Service - No Shows","31"
"06/24/2024","Broker","Service - Late Pickup","4"
"06/24/2024","Broker","Driver","41"
"06/24/2024","Primary","Vehicles","6"
"06/24/2024","Primary","Service - Ride Time","4"
"06/24/2024","Primary","Service - Other","2"
"06/24/2024","Primary","Service - No Shows","20"
"06/24/2024","Primary","Service - Late Pickup","7"
"06/23/2024","Primary","Service - Ride Time","1"
"06/23/2024","Non-Transportation","Policy","1"
"06/23/2024","Broker","Service - No Shows","1"
"06/23/2024","Broker","Driver","2"
"06/23/2024","Primary","Driver","1"
"06/22/2024","Primary","Service - Ride Time","1"
"06/22/2024","Non-Transportation","Travel Services (Same Day)","1"
"06/22/2024","Non-Transportation","IT/Technology","1"
"06/22/2024","Non-Transportation","Customer","1"
"06/22/2024","Broker","Service - No Shows","2"
"06/22/2024","Broker","Driver","2"
"06/22/2024","Primary","Service - No Shows","1"
"06/21/2024","Primary","Service - No Shows","23"
"06/21/2024","Other/Unidentified Provider","Service - No Shows","2"
"06/21/2024","Other/Unidentified Provider","Driver","1"
"06/21/2024","Non-Transportation","Travel Services (Same Day)","4"
"06/21/2024","Non-Transportation","Travel Planning (Res)","12"
"06/21/2024","Non-Transportation","Scheduling","4"
"06/21/2024","Non-Transportation","Policy","5"
"06/21/2024","Non-Transportation","IT/Technology","4"
"06/21/2024","Non-Transportation","Eligibility","3"
"06/21/2024","Non-Transportation","Customer","2"
"06/21/2024","E-Hail","Service - Late Pickup","2"
"06/21/2024","Supplemental","Vehicles","2"
"06/21/2024","Supplemental","Service - Ride Time","3"
"06/21/2024","Supplemental","Service - Other","1"
"06/21/2024","Supplemental","Service - No Shows","1"
"06/21/2024","Supplemental","Driver","1"
"06/21/2024","Broker","Vehicles","6"
"06/21/2024","Broker","Service - Ride Time","7"
"06/21/2024","Broker","Service - Other","1"
"06/21/2024","Broker","Service - No Shows","23"
"06/21/2024","Broker","Service - Late Pickup","5"
"06/21/2024","Broker","Driver","44"
"06/21/2024","Primary","Vehicles","1"
"06/21/2024","Primary","Service - Ride Time","3"
"06/21/2024","Primary","Service - Other","1"
